,USGS-01509000,USGS-01531000,USGS-04234000
1950-07-28,2.6901004262400003,12.770897812992002,1.160990710272
1950-07-29,2.633466733056,11.666540795904002,1.1326738636800002
1950-07-30,2.5485161932800002,11.496639716352002,1.076040170496
1950-07-31,2.4635656535040003,11.128520710656002,1.1893075568640001
1950-08-01,2.7750509660160003,10.080797386752002,1.3875254830080002
1950-08-02,3.7661405967360007,10.080797386752002,1.4158423296000002
1950-08-03,3.0299025853440003,18.689118750720002,1.2176244034560002
1950-08-04,2.8033678126080006,14.300007528960002,0.9910896307200001
1950-08-05,2.4069319603200006,11.666540795904002,0.9627727841280002
1950-08-06,2.321981420544,10.788718551552002,0.9627727841280002
1950-08-07,2.152080340992,9.571094148096002,0.8211885511680002
1950-08-08,2.067129801216,8.608321363968,0.7645548579840001
1950-08-09,1.9538624148480004,7.957033892352001,0.7079211648000001
1950-08-10,1.9255455682560003,7.334063267328001,0.7079211648000001
1950-08-11,1.8689118750720002,6.739409488896001,0.7079211648000001
1950-08-12,1.8122781818880003,6.427924176384001,0.679604318208
1950-08-13,1.6990107955200002,6.003171477504001,0.6512874716160001
1950-08-14,1.7273276421120003,5.720003011584001,0.6229706250240001
1950-08-15,1.6423771023360003,5.408517699072001,0.5663369318400001
1950-08-16,1.6706939489280002,5.550101932032001,0.5946537784320001
1950-08-17,1.6423771023360003,7.645548579840002,0.6229706250240001
1950-08-18,1.6140602557440002,10.618817472000002,0.6229706250240001
1950-08-19,1.9255455682560003,82.40202358272,1.0477233239040002
1950-08-20,2.5768330398720005,155.17631932416003,1.9255455682560003
1950-08-21,2.7467341194240005,60.881220172800006,1.3308917898240002
1950-08-22,2.2087140341760003,33.13071051264001,0.9061390909440001
1950-08-23,1.9821792614400002,23.106546819072005,0.7928717045760001
1950-08-24,1.8122781818880003,18.462583977984004,0.7079211648000001
1950-08-25,1.7273276421120003,14.724760227840003,0.679604318208
1950-08-26,1.6706939489280002,13.025749432320001,0.6512874716160001
1950-08-27,1.6140602557440002,11.609907102720001,0.6512874716160001
1950-08-28,1.8405950284800003,11.893075568640002,0.6229706250240001
1950-08-29,2.0388129546240004,10.477233239040002,0.7079211648000001
1950-08-30,2.4918825000960005,9.627727841280002,0.7645548579840001
1950-08-31,2.8033678126080006,13.308917898240002,1.4724760227840001
1950-09-01,22.625160427008005,111.00203864064002,17.641395426816004
1950-09-02,27.892093893120006,214.07536023552004,10.760401704960001
1950-09-03,12.600996733440002,84.66737131008001,3.5962395171840007
1950-09-04,7.673865426432001,48.42180767232001,2.3502982671360004
1950-09-05,5.918220937728001,34.82972130816,1.8689118750720002
1950-09-06,5.068715539968001,28.231896052224005,1.6423771023360003
1950-09-07,4.360794375168001,23.219814205440002,1.4441591761920003
1950-09-08,3.9360416762880006,19.821792614400003,1.2459412500480003
1950-09-09,3.5679226705920004,16.990107955200003,1.1043570170880002
1950-09-10,4.105942755840001,16.423771023360004,1.5574265625600003
1950-09-11,7.872083352576001,16.423771023360004,4.049309062656
1950-09-12,8.466737131008001,22.087140341760005,12.374461960704002
1950-09-13,8.041984432128002,38.51091136512001,5.068715539968001
1950-09-14,8.608321363968,37.94457443328,7.560598040064001
1950-09-15,8.353469744640002,39.926753694720006,6.569508409344001
1950-09-16,11.100203864064001,30.582194319360006,11.779808182272001
1950-09-17,9.372876221952001,24.918825000960005,7.419013807104001
1950-09-18,7.645548579840002,20.954466478080004,4.502378608128001
1950-09-19,6.767726335488001,18.689118750720002,3.4829721308160004
1950-09-20,6.399607329792001,16.990107955200003,3.4829721308160004
1950-09-21,5.635052471808001,15.291097159680003,2.8316846592000005
1950-09-22,5.238616619520001,14.158423296000002,2.5485161932800002
1950-09-23,5.0120818467840005,13.592086364160002,2.4352488069120004
1950-09-24,4.7572302274560005,12.459412500480003,2.2653477273600005
1950-09-25,4.417428068352001,11.893075568640002,2.0954466478080005
1950-09-26,4.190893295616001,11.043570170880002,2.152080340992
1950-09-27,3.9643585228800005,10.477233239040002,1.9255455682560003
1950-09-28,3.7944574433280005,9.627727841280002,1.7556444887040004
1950-09-29,3.5962395171840007,9.344559375360001,1.5857434091520002
1950-09-30,3.5396058240000006,8.495053977600001,1.4724760227840001
1950-10-01,3.4263384376320003,7.645548579840002,1.4724760227840001
1950-10-02,3.2847542046720006,7.645548579840002,1.3875254830080002
1950-10-03,3.1714868183040004,7.079211648000001,1.2459412500480003
1950-10-04,2.9732688921600006,6.9376274150400015,1.1893075568640001
1950-10-05,2.9166351989760004,6.229706250240001,1.160990710272
1950-10-06,2.7750509660160003,5.946537784320001,1.160990710272
1950-10-07,2.7467341194240005,5.804953551360001,1.1043570170880002
1950-10-08,2.633466733056,5.521785085440001,1.076040170496
1950-10-09,2.633466733056,127.42580966400001,1.2459412500480003
1950-10-10,3.4546552842240006,577.6636704768001,2.4069319603200006
1950-10-11,8.806539290112001,385.10911365120006,6.880993721856001
1950-10-12,7.050894801408001,212.37634944000004,5.266933466112
1950-10-13,16.593672102912002,179.52880739328003,11.213471250432002
1950-10-14,15.007928693760002,126.85947273216001,6.0598051706880005
1950-10-15,10.250698466304001,86.64955057152001,3.8510911365120006
1950-10-16,8.325152898048001,67.11092642304001,3.0015857387520004
1950-10-17,7.192479034368001,55.217850854400005,2.5485161932800002
1950-10-18,6.597825255936001,47.28913380864001,2.4069319603200006
1950-10-19,6.031488324096001,41.0594275584,2.2087140341760003
1950-10-20,5.606735625216001,35.96239517184001,2.0388129546240004
1950-10-21,5.181982926336,32.5643735808,1.8972287216640003
1950-10-22,5.040398693376001,29.449520455680005,1.8405950284800003
1950-10-23,4.870497613824001,26.901004262400004,1.7556444887040004
1950-10-24,4.559012301312,26.108132557824003,1.7273276421120003
1950-10-25,4.445744914944001,27.155855881728005,1.7556444887040004
1950-10-26,4.332477528576001,24.579022841856002,1.6706939489280002
1950-10-27,4.134259602432,22.851695199744004,1.5291097159680003
1950-10-28,4.020992216064001,21.407536023552,1.5291097159680003
1950-10-29,4.049309062656,20.727931705344,1.6140602557440002
1950-10-30,3.9926753694720007,20.727931705344,1.5574265625600003
1950-10-31,3.7661405967360007,20.501396932608003,1.4441591761920003
1950-11-01,3.6245563637760005,19.340406222336004,1.3875254830080002
1950-11-02,3.5396058240000006,18.689118750720002,1.359208636416
1950-11-03,3.7095069035520005,18.037831279104,1.5857434091520002
1950-11-04,6.031488324096001,26.193083097600002,4.8421807672320005
1950-11-05,14.158423296000002,501.2081846784001,14.158423296000002
1950-11-06,10.760401704960001,334.13878978560007,5.9748546309120005
1950-11-07,7.362380113920001,168.76840568832003,4.020992216064001
1950-11-08,6.512874716160001,116.38223949312001,3.3130710512640005
1950-11-09,7.079211648000001,95.71094148096002,3.3980215910400005
1950-11-10,9.061390909440002,89.76440369664002,4.559012301312
1950-11-11,8.834856136704001,89.19806676480002,4.190893295616001
1950-11-12,8.126934971904001,75.60598040064001,4.020992216064001
1950-11-13,7.503964346880001,68.80993721856001,3.4546552842240006
1950-11-14,7.192479034368001,59.46537784320001,3.1148531251200007
1950-11-15,6.852676875264001,53.23567159296001,2.9449520455680003
1950-11-16,6.994261108224001,48.704976138240006,2.8600015057920003
1950-11-17,7.334063267328001,46.156459944960005,3.0582194319360005
1950-11-18,6.824360028672001,45.873291479040006,2.8600015057920003
1950-11-19,6.258023096832001,43.041606819840005,2.6051498864640004
1950-11-20,10.986936477696002,42.47526988800001,3.5962395171840007
1950-11-21,21.577437103104003,117.79808182272002,9.401193068544002
1950-11-22,15.262780313088003,98.82579460608001,5.153666079744001
1950-11-23,12.232877727744002,74.19013807104001,4.020992216064001
1950-11-24,12.374461960704002,65.69508409344002,4.020992216064001
1950-11-25,19.227138835968002,171.31692188160002,11.100203864064001
1950-11-26,43.041606819840005,1543.2681392640002,40.776259092480004
1950-11-27,31.998036648960007,676.7726335488001,12.544363040256002
1950-11-28,23.616250057728003,274.95658040832006,8.749905596928002
1950-11-29,20.982783324672003,200.20010540544004,7.928717045760001
